Periodo,Nombre del Alumno,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Subject 6,Subject 7,Subject 8,Subject 9,Subject 10,Subject 11,Subject 12
3,Student 40 6B,36,14,74,97,55,94,10,31,45,69,28,6
3,Student 41 6B,53,93,66,71,29,87,56,50,47,81,36,73
3,Student 42 6B,55,35,20,83,7,9,33,53,8,50,13,39
3,Student 43 6B,99,83,93,32,27,1,91,7,2,25,4,8
3,Student 44 6B,81,22,88,25,57,27,58,12,23,47,18,40
3,Student 45 6B,12,32,95,72,35,22,90,73,15,90,69,11
3,Student 46 6B,25,2,62,12,18,76,26,5,62,20,85,96
3,Student 47 6B,8,23,46,87,79,39,9,92,19,45,96,53
3,Student 48 6B,91,12,97,88,27,70,21,75,34,91,81,22
3,Student 49 6B,67,33,21,77,46,7,68,59,11,34,23,86
3,Student 50 6B,49,53,52,79,97,15,91,27,26,11,53,98
4,Student 1 1A,74,98,86,8,26,33,35,81,83,39,89,59
4,Student 2 1A,38,82,72,40,71,58,10,78,14,68,27,8
4,Student 3 1A,94,60,33,76,71,51,58,31,43,22,56,8
4,Student 4 1A,81,2,68,0,19,75,20,39,75,75,72,35
4,Student 5 1A,61,64,91,85,68,28,42,59,98,50,25,75
4,Student 6 1A,64,36,36,80,36,21,54,79,95,15,99,61
4,Student 7 1A,47,54,30,43,9,21,16,66,16,22,60,62
4,Student 8 1A,24,37,2,29,25,42,30,69,57,4,33,97
4,Student 9 1A,19,68,69,24,11,65,47,43,68,10,94,3
4,Student 10 1A,72,8,47,94,10,6,28,82,89,40,98,21
4,Student 11 1A,46,49,54,39,4,6,7,42,23,4,69,8
4,Student 12 1A,79,11,69,5,32,23,49,26,22,23,40,36
4,Student 13 1A,59,24,45,70,29,37,4,36,99,5,22,67
4,Student 14 1A,56,17,95,0,88,90,43,95,20,34,55,0
4,Student 15 1A,73,14,2,16,75,78,38,11,46,39,25,41
4,Student 16 1A,36,3,40,86,51,39,71,32,92,81,5,8
4,Student 17 1A,53,86,80,21,93,56,64,58,56,52,56,20
4,Student 18 1A,5,89,16,3,77,19,90,55,24,70,61,61
4,Student 19 1A,95,39,82,3,77,78,74,6,42,22,72,49
4,Student 20 1A,14,93,76,51,56,47,6,70,12,1,20,89
4,Student 21 1A,81,8,58,29,22,60,44,89,52,49,24,24
4,Student 22 1A,68,85,83,42,68,20,71,34,95,80,80,93
4,Student 23 1A,55,13,61,23,79,62,35,94,57,20,64,78
4,Student 24 1A,35,54,51,49,66,92,52,81,55,83,11,65
4,Student 25 1A,4,4,86,41,16,26,3,78,90,78,64,55
4,Student 26 1A,22,89,29,89,36,71,18,68,51,46,40,76
4,Student 27 1A,84,42,36,33,10,67,1,31,7,25,72,16
4,Student 28 1A,7,100,54,72,23,58,63,54,84,53,62,57
4,Student 29 1A,94,27,18,64,91,4,64,14,72,49,32,38
4,Student 30 1A,27,89,59,1,70,23,25,88,31,94,41,97
4,Student 31 1A,66,14,53,50,34,1,74,66,53,14,43,87
4,Student 32 1A,82,10,12,89,83,0,3,78,73,7,11,82
4,Student 33 1A,51,36,18,30,37,96,81,44,97,32,83,5
4,Student 34 1A,62,78,14,29,74,52,28,19,10,99,27,19
4,Student 35 1A,61,21,66,43,15,9,89,51,16,90,59,84
4,Student 36 1A,2,11,96,97,23,54,1,27,45,94,57,35
4,Student 37 1A,57,70,87,52,68,98,49,58,71,31,17,37
4,Student 38 1A,54,16,6,35,4,11,63,47,3,23,55,59
4,Student 39 1A,87,57,8,17,52,64,57,68,93,27,35,100
4,Student 40 1A,33,94,34,52,84,52,99,3,47,52,68,1
4,Student 41 1A,16,10,34,23,12,74,88,81,66,99,30,88
4,Student 42 1A,85,63,37,18,17,83,6,21,25,50,9,10
4,Student 43 1A,62,42,40,17,77,50,97,87,64,22,42,54
4,Student 44 1A,51,47,33,4,70,18,83,18,48,79,33,30
4,Student 45 1A,9,25,90,83,100,51,61,40,46,61,78,49
4,Student 46 1A,36,17,94,70,50,55,12,2,16,17,8,6
4,Student 47 1A,5,64,74,31,60,45,3,83,97,90,65,79
4,Student 48 1A,35,44,80,57,91,28,73,13,64,35,45,57
4,Student 49 1A,76,66,98,50,29,14,79,68,26,47,42,67
4,Student 50 1A,91,52,32,42,26,84,81,30,79,64,96,19
4,Student 1 1B,83,34,6,27,44,40,29,37,57,52,99,18
4,Student 2 1B,78,76,63,8,77,62,34,32,3,76,64,35
4,Student 3 1B,81,90,5,79,9,71,27,73,76,55,72,5
4,Student 4 1B,87,67,45,54,66,95,86,22,3,31,87,50
4,Student 5 1B,69,100,27,91,91,1,11,52,4,5,59,26
4,Student 6 1B,89,4,57,35,82,74,66,96,45,64,26,71
4,Student 7 1B,45,78,45,31,9,19,69,42,87,71,38,64
4,Student 8 1B,24,19,88,95,97,24,85,15,76,59,91,47
4,Student 9 1B,38,34,75,90,25,50,92,20,46,63,76,48
4,Student 10 1B,42,16,19,74,34,81,78,80,89,55,14,46
4,Student 11 1B,9,78,96,26,99,77,87,20,41,89,69,32
4,Student 12 1B,62,18,0,34,32,16,95,53,65,76,8,10
4,Student 13 1B,78,7,35,37,56,24,10,52,78,69,49,15
4,Student 14 1B,87,13,41,38,75,43,16,40,5,80,92,53
4,Student 15 1B,27,42,100,90,7,75,42,92,51,25,56,59
4,Student 16 1B,96,10,47,41,89,73,2,98,2,14,75,4
4,Student 17 1B,73,87,39,7,18,42,31,51,51,63,16,99
4,Student 18 1B,65,33,73,4,0,75,3,59,58,26,80,26
4,Student 19 1B,100,76,49,76,22,98,40,60,69,81,89,67
4,Student 20 1B,31,13,66,93,52,39,42,93,17,77,5,67
4,Student 21 1B,11,13,3,70,14,70,16,87,53,63,30,94
4,Student 22 1B,11,14,100,34,2,78,96,27,92,5,45,23
4,Student 23 1B,70,28,77,76,14,44,19,2,53,83,6,54
4,Student 24 1B,26,6,90,37,97,12,45,25,45,17,11,11
4,Student 25 1B,6,72,85,98,44,100,73,12,45,61,82,90
4,Student 26 1B,78,57,59,58,97,77,72,5,97,51,50,15
4,Student 27 1B,13,99,83,26,10,99,64,96,44,57,16,75
4,Student 28 1B,44,16,4,33,93,40,91,15,66,45,81,98
4,Student 29 1B,34,66,71,56,89,24,72,66,69,29,100,60
4,Student 30 1B,2,9,47,70,4,5,25,49,15,0,96,38
4,Student 31 1B,57,73,2,14,35,9,66,25,58,56,56,62
4,Student 32 1B,47,9,44,40,3,59,97,32,88,35,9,26
4,Student 33 1B,39,2,88,29,49,82,95,49,58,46,90,84
4,Student 34 1B,77,71,19,18,90,80,90,7,91,77,96,46
4,Student 35 1B,51,40,23,20,9,54,48,10,16,27,10,62
4,Student 36 1B,41,61,62,6,30,43,52,28,95,53,2,37
4,Student 37 1B,9,92,96,52,1,73,83,21,96,89,14,70
4,Student 38 1B,19,100,33,2,46,54,46,77,40,36,93,1
4,Student 39 1B,65,89,58,9,70,75,20,100,84,6,36,37
4,Student 40 1B,42,41,28,53,88,60,44,25,56,0,14,97
4,Student 41 1B,82,55,3,2,98,60,74,89,11,51,75,97
4,Student 42 1B,97,32,82,93,63,62,98,17,73,57,70,81
4,Student 43 1B,3,48,8,4,31,4,29,47,76,64,79,37
4,Student 44 1B,27,19,1,41,45,50,99,65,42,26,83,95
4,Student 45 1B,70,55,1,7,65,40,94,0,25,58,0,96
4,Student 46 1B,37,0,78,64,100,85,2,95,32,2,28,13
4,Student 47 1B,58,36,74,82,46,46,20,70,49,41,36,59
4,Student 48 1B,81,55,100,13,8,93,12,90,65,56,70,26
4,Student 49 1B,3,44,100,44,22,75,53,25,10,43,87,29
4,Student 50 1B,59,18,38,45,62,77,65,98,20,41,40,17
4,Student 1 2A,20,51,61,65,95,90,76,90,67,90,3,42
4,Student 2 2A,14,94,38,45,33,79,75,17,64,68,94,1
4,Student 3 2A,8,97,47,55,1,26,30,58,47,49,54,32
4,Student 4 2A,45,91,96,30,58,58,71,55,95,65,46,75
4,Student 5 2A,70,7,51,81,64,82,29,9,2,3,72,19
4,Student 6 2A,19,100,41,17,32,85,37,15,11,51,70,75
4,Student 7 2A,86,48,13,95,32,76,74,0,85,85,20,53
4,Student 8 2A,6,85,6,12,6,93,14,58,51,51,7,91
4,Student 9 2A,12,13,95,19,80,52,47,12,76,26,46,89
4,Student 10 2A,43,37,27,62,21,79,52,68,99,26,77,23
4,Student 11 2A,84,75,9,41,62,69,41,15,34,43,37,31
4,Student 12 2A,21,95,0,12,22,11,94,66,26,68,45,47
4,Student 13 2A,43,37,90,78,75,80,2,30,75,8,25,99
4,Student 14 2A,33,50,47,46,75,54,78,40,0,7,81,60
4,Student 15 2A,0,68,21,92,85,26,17,25,23,40,92,93
4,Student 16 2A,0,47,5,59,66,4,56,67,95,49,41,38
4,Student 17 2A,13,84,83,48,16,47,7,65,40,82,42,24
4,Student 18 2A,65,93,30,47,0,70,40,62,61,61,87,90
4,Student 19 2A,25,75,24,11,94,18,69,32,30,13,45,18
4,Student 20 2A,31,55,24,69,34,54,57,27,40,92,87,79
4,Student 21 2A,88,61,61,82,69,54,34,98,70,94,68,47
4,Student 22 2A,70,66,92,43,65,25,49,94,16,1,78,69
4,Student 23 2A,41,77,4,36,18,34,68,98,0,40,67,9
4,Student 24 2A,88,49,22,34,81,58,76,87,63,26,81,79
4,Student 25 2A,0,42,54,66,49,72,13,9,77,96,98,34
4,Student 26 2A,87,64,82,97,6,78,38,28,24,31,81,70
4,Student 27 2A,37,48,82,97,93,30,5,76,72,36,17,37
4,Student 28 2A,39,47,16,49,34,73,67,7,75,64,39,95
4,Student 29 2A,48,18,74,32,2,79,49,87,82,24,85,6
4,Student 30 2A,45,59,59,47,0,61,97,54,94,59,35,99
4,Student 31 2A,78,79,77,0,20,83,9,43,41,22,67,36
4,Student 32 2A,2,41,5,41,61,61,72,40,29,7,37,41
4,Student 33 2A,32,54,79,34,17,80,71,32,46,14,90,81
4,Student 34 2A,8,33,61,53,14,42,66,89,80,44,91,51
4,Student 35 2A,93,48,17,39,99,100,79,27,26,64,79,72
4,Student 36 2A,76,100,43,87,35,16,48,79,0,29,65,79
4,Student 37 2A,69,48,83,68,96,72,48,99,9,31,30,80
4,Student 38 2A,40,42,38,15,35,84,53,70,32,57,13,78
4,Student 39 2A,76,1,7,42,24,17,14,67,70,36,49,9
4,Student 40 2A,67,1,23,22,93,30,55,79,37,59,70,81
4,Student 41 2A,6,61,85,4,46,54,48,69,78,93,6,69
4,Student 42 2A,63,39,65,88,38,99,35,97,62,27,39,19
4,Student 43 2A,75,65,68,58,26,74,4,88,91,0,24,23
4,Student 44 2A,36,73,83,92,84,39,93,20,76,65,46,88
4,Student 45 2A,18,94,61,79,72,24,15,29,6,51,6,28
4,Student 46 2A,20,1,70,82,2,90,83,42,88,92,1,96
4,Student 47 2A,94,12,85,56,14,15,95,35,43,27,77,3
4,Student 48 2A,60,5,17,78,20,76,89,88,56,88,20,79
4,Student 49 2A,1,55,36,3,6,46,54,15,41,11,85,29
4,Student 50 2A,29,19,69,18,84,77,52,28,73,20,12,90
4,Student 1 2B,73,30,58,34,43,52,23,64,15,7,23,5
4,Student 2 2B,55,16,93,28,33,0,9,85,88,64,58,49
4,Student 3 2B,65,26,17,38,89,88,2,33,67,56,0,32
4,Student 4 2B,80,88,78,80,49,11,34,29,2,62,35,97
4,Student 5 2B,4,99,25,92,9,97,59,54,58,11,65,61
4,Student 6 2B,64,47,18,83,48,49,66,12,37,11,41,15
4,Student 7 2B,69,10,30,52,96,74,20,20,96,76,97,78
4,Student 8 2B,76,89,93,7,100,61,94,34,63,48,74,55
4,Student 9 2B,85,19,80,79,97,25,82,79,12,37,47,99
4,Student 10 2B,89,82,95,25,8,88,34,33,39,49,85,36
4,Student 11 2B,54,12,6,9,22,43,5,59,89,93,7,56
4,Student 12 2B,98,12,34,64,16,32,91,1,1,69,77,92
4,Student 13 2B,97,50,59,83,47,99,31,2,56,88,94,89
4,Student 14 2B,57,40,55,18,95,70,92,64,32,13,64,45
4,Student 15 2B,73,69,84,97,63,27,74,23,29,94,96,44
4,Student 16 2B,2,27,84,43,44,11,81,94,98,73,58,81
4,Student 17 2B,17,10,68,29,1,78,88,97,43,13,17,6
4,Student 18 2B,83,60,14,17,74,58,71,75,44,91,3,77
4,Student 19 2B,60,27,77,57,38,31,85,99,43,20,38,28
4,Student 20 2B,76,34,3,8,100,36,35,48,76,64,41,17
4,Student 21 2B,5,13,66,3,21,77,17,18,91,67,45,16
4,Student 22 2B,5,92,75,51,48,47,1,77,12,30,76,63
4,Student 23 2B,80,51,86,83,30,36,78,89,1,71,44,40
4,Student 24 2B,80,28,46,59,14,93,52,85,71,5,96,86
4,Student 25 2B,0,28,11,79,86,59,96,24,62,28,89,82
4,Student 26 2B,27,28,32,61,30,81,94,2,82,10,7,63
4,Student 27 2B,24,1,32,84,81,59,7,9,64,72,44,87
4,Student 28 2B,71,12,38,76,73,73,36,67,21,69,66,18
4,Student 29 2B,79,53,91,25,90,88,87,52,8,84,17,12
4,Student 30 2B,3,95,59,0,25,95,68,80,4,33,85,97
4,Student 31 2B,91,56,68,41,53,99,90,82,93,39,1,71
4,Student 32 2B,48,62,71,38,62,13,27,84,63,38,42,70
4,Student 33 2B,67,77,11,7,60,90,52,100,0,56,68,24
4,Student 34 2B,64,72,77,98,42,16,100,83,21,34,95,18
4,Student 35 2B,4,62,100,35,31,15,0,83,44,39,91,69
4,Student 36 2B,91,67,9,69,11,50,72,56,1,39,51,2
4,Student 37 2B,49,39,20,81,24,80,37,10,84,90,56,7
4,Student 38 2B,32,45,41,81,50,89,44,0,45,80,73,20
4,Student 39 2B,7,52,75,56,22,28,2,39,11,99,62,47
4,Student 40 2B,53,31,37,11,6,47,77,3,16,17,40,54
4,Student 41 2B,34,74,1,39,74,31,49,81,10,84,20,60
4,Student 42 2B,62,13,80,99,50,71,65,6,68,34,92,8
4,Student 43 2B,2,54,87,77,15,23,60,65,98,62,71,51
4,Student 44 2B,5,19,76,40,43,64,16,11,71,62,54,1
4,Student 45 2B,49,64,95,61,97,46,24,38,58,86,87,75
4,Student 46 2B,0,54,69,76,61,16,82,56,55,80,46,10
4,Student 47 2B,29,24,92,37,74,33,42,87,73,62,62,17
4,Student 48 2B,20,100,4,36,46,100,47,42,8,81,46,76
4,Student 49 2B,16,6,30,66,54,26,96,27,47,55,78,89
4,Student 50 2B,28,69,47,63,41,6,37,76,57,79,99,4
4,Student 1 3A,5,26,76,38,84,2,19,1,24,83,34,48
4,Student 2 3A,12,45,31,32,29,92,40,80,40,62,88,97
4,Student 3 3A,90,58,71,34,56,41,98,2,80,20,72,13
4,Student 4 3A,67,72,22,35,35,66,33,90,35,29,57,78
4,Student 5 3A,0,10,80,27,24,0,96,8,99,93,5,28
4,Student 6 3A,85,100,76,62,4,68,81,46,9,14,63,63
4,Student 7 3A,89,72,80,54,68,91,74,55,15,55,73,48
4,Student 8 3A,35,93,49,84,79,61,20,43,48,14,87,84
4,Student 9 3A,23,69,54,4,1,34,69,40,27,91,73,33
4,Student 10 3A,18,71,58,29,61,91,14,71,33,89,28,17
4,Student 11 3A,84,3,36,12,51,62,27,53,6,82,74,88
4,Student 12 3A,46,64,26,73,63,50,20,70,73,89,89,20
4,Student 13 3A,12,32,82,33,90,35,6,97,50,69,7,34
4,Student 14 3A,63,85,40,78,50,21,73,52,55,25,68,100
4,Student 15 3A,77,9,100,37,55,22,76,95,50,88,97,92
4,Student 16 3A,49,59,54,64,5,96,81,86,43,38,89,3
4,Student 17 3A,46,93,61,47,43,3,9,39,85,56,65,40
4,Student 18 3A,22,19,55,39,71,45,24,55,29,4,61,50
4,Student 19 3A,76,36,0,26,95,97,7,34,46,28,59,99
4,Student 20 3A,54,60,14,9,81,30,32,38,99,33,1,64
4,Student 21 3A,62,87,56,46,97,92,97,51,62,65,21,11
4,Student 22 3A,99,22,27,60,88,49,1,58,51,66,17,30
4,Student 23 3A,100,7,67,74,35,23,99,28,54,23,92,52
4,Student 24 3A,17,6,14,17,73,75,95,8,49,82,10,47
4,Student 25 3A,22,43,71,83,96,34,4,91,24,9,95,97
4,Student 26 3A,96,60,8,34,79,21,33,8,69,96,46,86
4,Student 27 3A,72,22,68,25,56,8,98,14,76,83,19,63
4,Student 28 3A,77,1,96,26,41,11,16,80,14,44,4,17
4,Student 29 3A,4,2,88,31,63,41,19,72,7,90,71,25
4,Student 30 3A,62,26,48,64,98,62,36,8,60,65,87,44
4,Student 31 3A,94,49,26,6,60,86,86,65,42,44,30,57
4,Student 32 3A,50,38,40,64,44,53,77,63,39,44,3,90
4,Student 33 3A,89,93,17,79,21,36,73,36,42,34,39,36
4,Student 34 3A,51,51,73,55,6,31,27,91,3,87,64,86
4,Student 35 3A,89,60,67,25,33,8,10,86,17,82,69,3
4,Student 36 3A,6,55,79,75,58,19,22,60,15,74,54,82
4,Student 37 3A,98,76,4,94,58,48,84,46,47,33,43,15
4,Student 38 3A,48,6,61,66,0,5,94,12,43,26,68,97
4,Student 39 3A,8,79,61,82,1,29,89,25,14,55,12,68
4,Student 40 3A,26,83,54,100,10,17,39,61,14,60,55,19
4,Student 41 3A,92,49,91,80,9,2,47,62,67,26,98,50
4,Student 42 3A,47,93,60,89,26,47,71,31,70,2,56,84
4,Student 43 3A,78,78,55,2,55,44,2,0,93,89,53,32
4,Student 44 3A,26,0,46,33,77,86,41,77,84,98,70,51
4,Student 45 3A,46,27,57,69,3,6,29,58,45,57,56,35
4,Student 46 3A,79,60,23,85,45,25,55,28,29,58,36,52
4,Student 47 3A,44,20,48,87,24,92,64,5,21,39,24,96
4,Student 48 3A,96,3,14,44,41,48,62,46,45,3,12,4
4,Student 49 3A,53,30,17,63,55,32,47,98,88,40,16,12
4,Student 50 3A,94,27,68,9,14,2,54,59,62,82,73,38
4,Student 1 3B,9,48,56,66,26,83,74,32,56,63,55,37
4,Student 2 3B,92,47,23,3,51,84,58,17,58,73,44,95
4,Student 3 3B,100,81,80,64,8,75,79,28,95,89,82,36
4,Student 4 3B,80,56,89,44,47,1,67,55,4,98,95,6
4,Student 5 3B,73,21,64,96,78,82,1,58,60,32,48,100
4,Student 6 3B,93,45,85,90,28,4,93,13,24,27,10,42
4,Student 7 3B,65,64,79,64,48,81,39,49,77,53,29,3
4,Student 8 3B,54,82,75,76,79,48,90,45,8,85,90,39
4,Student 9 3B,64,75,50,74,40,54,13,5,86,30,55,71
4,Student 10 3B,69,54,59,61,27,50,56,70,55,80,79,55
4,Student 11 3B,99,12,29,78,27,50,65,35,35,94,79,79
4,Student 12 3B,9,43,37,15,16,41,73,91,65,31,27,69
4,Student 13 3B,86,88,83,72,79,94,83,31,63,87,32,73
4,Student 14 3B,3,5,32,81,57,78,15,92,66,95,50,88
4,Student 15 3B,0,38,34,71,3,55,74,54,72,18,24,43
4,Student 16 3B,78,7,20,75,69,10,53,52,65,21,88,67
4,Student 17 3B,63,90,65,39,61,23,84,99,85,95,26,60
4,Student 18 3B,19,31,82,30,9,14,66,28,5,92,76,13
4,Student 19 3B,84,77,43,72,62,62,54,76,72,72,40,40
4,Student 20 3B,3,60,40,87,31,67,81,2,75,35,80,6
4,Student 21 3B,43,88,3,65,61,2,1,23,13,31,22,99
4,Student 22 3B,90,56,36,14,8,88,90,66,99,5,56,47
4,Student 23 3B,6,80,35,36,96,43,70,47,86,79,41,33
4,Student 24 3B,63,94,1,88,21,18,7,24,78,56,40,41
4,Student 25 3B,94,5,94,58,88,66,94,55,35,51,17,31
4,Student 26 3B,33,75,12,34,68,99,29,47,45,5,90,44
4,Student 27 3B,49,83,37,84,3,15,20,91,30,48,3,47
4,Student 28 3B,20,87,84,7,56,2,93,22,39,69,32,90
4,Student 29 3B,32,52,13,59,79,100,69,26,58,6,53,19
4,Student 30 3B,36,1,0,27,98,2,59,90,34,53,4,25
4,Student 31 3B,49,39,5,73,76,96,58,19,41,66,26,49
4,Student 32 3B,78,12,48,32,59,73,22,2,44,67,59,51
4,Student 33 3B,0,12,86,98,66,79,54,48,54,75,12,26
4,Student 34 3B,53,80,47,78,64,52,27,37,58,53,10,95
4,Student 35 3B,17,65,63,70,10,21,42,48,42,31,85,39
4,Student 36 3B,5,3,74,88,88,31,68,2,98,47,44,84
4,Student 37 3B,41,63,3,97,14,57,68,90,0,3,66,83
4,Student 38 3B,62,0,93,39,10,11,13,65,26,31,69,84
4,Student 39 3B,43,94,19,22,39,38,72,90,20,65,48,53
4,Student 40 3B,51,86,39,69,66,62,39,66,33,35,14,13
4,Student 41 3B,3,79,72,91,67,55,67,3,38,86,17,72
4,Student 42 3B,58,92,75,50,39,55,85,60,75,12,94,56
4,Student 43 3B,16,15,18,87,29,51,31,73,92,58,55,58
4,Student 44 3B,56,6,46,100,69,79,59,33,48,63,63,18
4,Student 45 3B,90,45,47,55,47,70,94,64,67,99,81,12
4,Student 46 3B,42,60,23,23,50,40,54,95,94,70,29,57
4,Student 47 3B,31,70,93,85,8,95,58,9,76,11,25,50
4,Student 48 3B,28,82,19,91,85,20,33,11,17,60,36,58
4,Student 49 3B,20,98,25,92,85,18,10,75,67,53,48,52
4,Student 50 3B,7,36,97,61,34,13,13,10,36,42,96,91
4,Student 1 4A,92,51,5,52,20,14,4,39,73,64,0,43
4,Student 2 4A,49,54,17,92,48,23,59,99,60,17,23,80
4,Student 3 4A,73,26,98,15,24,18,53,33,69,6,55,88
4,Student 4 4A,67,100,30,25,23,71,88,18,25,59,46,45
4,Student 5 4A,40,9,1,55,15,99,68,35,87,8,58,15
4,Student 6 4A,55,43,77,30,44,27,6,76,46,79,21,48
4,Student 7 4A,48,82,7,1,58,86,83,17,65,16,93,50
4,Student 8 4A,23,24,85,97,89,93,99,3,54,46,80,16
4,Student 9 4A,77,98,11,34,60,49,23,37,27,34,14,32
4,Student 10 4A,81,71,56,43,71,86,77,58,6,1,45,19
4,Student 11 4A,23,0,63,20,57,43,37,88,28,95,40,8
4,Student 12 4A,43,13,8,97,33,33,85,75,50,62,85,95
4,Student 13 4A,32,6,96,34,79,100,64,39,89,9,16,32
4,Student 14 4A,52,4,37,51,63,59,0,35,73,32,79,81
4,Student 15 4A,20,52,50,62,66,14,52,68,8,31,9,16
4,Student 16 4A,1,57,77,65,15,94,72,44,35,2,3,57
4,Student 17 4A,59,50,25,65,85,61,69,70,57,11,60,22
4,Student 18 4A,75,52,38,32,56,58,25,13,49,75,93,69
4,Student 19 4A,62,58,77,60,64,22,27,39,13,61,35,14
4,Student 20 4A,49,91,6,61,57,33,58,23,51,49,0,9
4,Student 21 4A,50,19,68,64,43,38,74,25,12,50,17,98
4,Student 22 4A,2,74,6,38,50,35,31,99,51,40,90,75
4,Student 23 4A,17,35,83,1,100,36,70,5,62,45,71,68
4,Student 24 4A,84,23,99,29,59,97,1,19,85,65,68,62
4,Student 25 4A,32,96,13,0,79,43,32,23,50,95,54,1
4,Student 26 4A,57,1,78,79,60,3,0,81,78,2,15,15
4,Student 27 4A,57,17,43,46,18,85,48,61,48,15,26,59
4,Student 28 4A,91,49,6,23,50,36,94,26,100,91,67,67
4,Student 29 4A,56,40,27,67,86,6,5,7,99,64,99,90
4,Student 30 4A,96,26,23,75,19,46,8,64,98,39,45,8
4,Student 31 4A,36,15,3,30,0,21,29,36,24,42,33,65
4,Student 32 4A,70,7,19,70,60,59,80,16,53,92,50,82
4,Student 33 4A,94,84,28,44,59,66,24,63,6,53,64,5
4,Student 34 4A,64,41,28,49,47,55,24,81,84,40,45,56
4,Student 35 4A,61,42,47,15,19,86,59,28,84,75,42,93
4,Student 36 4A,35,95,83,64,52,6,4,35,82,26,90,45
4,Student 37 4A,53,56,17,90,4,58,6,84,79,53,13,89
4,Student 38 4A,11,92,47,95,92,19,28,83,15,92,72,69
4,Student 39 4A,84,64,72,22,100,90,30,31,77,86,28,9
4,Student 40 4A,99,51,79,66,6,90,96,96,70,80,12,61
4,Student 41 4A,100,94,74,19,9,65,66,58,72,98,46,36
4,Student 42 4A,45,25,16,3,60,96,58,89,6,72,84,54
4,Student 43 4A,64,28,40,0,54,13,91,83,98,44,41,96
4,Student 44 4A,22,71,64,49,50,49,34,35,78,96,70,40
4,Student 45 4A,37,63,34,85,4,28,39,22,95,9,42,92
4,Student 46 4A,64,83,66,28,87,80,89,80,79,56,75,70
4,Student 47 4A,22,35,33,85,44,95,31,26,23,45,25,86
4,Student 48 4A,79,84,90,52,18,4,2,44,86,0,65,50
4,Student 49 4A,42,36,20,0,20,28,76,71,82,74,48,59
4,Student 50 4A,64,53,49,87,32,61,7,67,81,99,85,41
4,Student 1 4B,32,38,11,29,79,38,83,18,67,100,51,50
4,Student 2 4B,6,37,1,42,22,48,5,55,65,38,38,87
4,Student 3 4B,35,97,24,20,96,78,68,44,99,48,60,99
4,Student 4 4B,94,41,13,11,56,73,34,97,63,4,88,56
4,Student 5 4B,12,21,44,64,100,89,84,0,31,67,87,14
4,Student 6 4B,93,18,3,81,92,60,8,55,80,95,50,65
4,Student 7 4B,38,44,24,12,59,51,8,74,89,68,3,74
4,Student 8 4B,41,69,33,30,21,16,32,2,75,56,89,94
4,Student 9 4B,47,55,48,67,82,82,27,3,14,86,16,97
4,Student 10 4B,8,91,82,51,4,48,76,56,88,89,27,65
4,Student 11 4B,92,93,10,47,63,32,78,20,57,28,18,24
4,Student 12 4B,37,42,81,42,66,37,12,52,31,69,24,30
4,Student 13 4B,56,79,98,27,32,30,76,51,91,79,12,4
4,Student 14 4B,87,100,36,14,21,46,24,66,1,49,7,13
4,Student 15 4B,2,94,29,95,12,61,51,58,42,9,4,59
4,Student 16 4B,5,69,27,41,7,100,62,100,13,71,63,100
4,Student 17 4B,66,3,2,71,55,26,26,74,99,40,61,84
4,Student 18 4B,51,1,98,69,2,37,8,63,40,56,20,35
4,Student 19 4B,13,95,60,87,94,88,86,5,23,22,27,75
4,Student 20 4B,6,56,50,3,95,16,11,61,30,24,35,63
4,Student 21 4B,29,93,68,26,49,91,22,20,9,46,48,32
4,Student 22 4B,0,83,2,40,2,80,95,99,31,94,67,33
4,Student 23 4B,22,78,91,81,63,47,67,4,1,79,9,36
4,Student 24 4B,47,56,79,77,89,11,51,53,93,98,13,25
4,Student 25 4B,0,31,21,93,53,86,33,35,52,39,71,86
4,Student 26 4B,9,65,88,92,52,0,63,60,59,89,0,23
4,Student 27 4B,37,69,0,25,2,16,26,34,76,91,56,35
4,Student 28 4B,91,88,86,36,52,0,90,15,26,9,38,48
4,Student 29 4B,20,39,86,60,0,5,90,82,52,97,50,80
4,Student 30 4B,94,20,41,75,14,83,8,35,85,30,100,84
4,Student 31 4B,78,24,42,75,100,90,69,61,20,12,91,27
4,Student 32 4B,5,64,89,17,45,7,4,76,22,95,63,58
4,Student 33 4B,56,54,53,66,66,83,76,78,34,13,73,3
4,Student 34 4B,40,39,97,13,85,93,61,77,39,57,26,40
4,Student 35 4B,98,14,5,27,21,76,15,81,18,41,98,2
4,Student 36 4B,0,30,85,99,41,51,49,78,1,1,23,34
4,Student 37 4B,30,17,71,14,26,15,80,96,14,79,97,15
4,Student 38 4B,95,20,80,57,70,4,86,57,86,85,57,8
4,Student 39 4B,59,59,6,78,28,74,35,95,3,30,97,23
4,Student 40 4B,49,48,31,47,84,8,36,12,95,31,87,64
4,Student 41 4B,25,96,28,62,55,86,40,97,69,44,5,55
4,Student 42 4B,58,85,44,96,37,41,23,82,24,0,61,64
4,Student 43 4B,53,84,61,63,37,77,15,76,94,31,36,14
4,Student 44 4B,21,92,89,67,86,40,42,53,39,29,99,41
4,Student 45 4B,45,67,62,94,13,47,69,54,57,69,78,78
4,Student 46 4B,4,39,5,95,31,67,69,82,75,68,65,57
4,Student 47 4B,70,38,66,94,74,13,100,50,55,27,10,1
4,Student 48 4B,31,81,0,62,49,59,50,12,99,81,8,41
